,year,scenario,sadness,joy,love,anger,fear,surprise
0,2030.0,personalized learning paths: ai-driven algorithms create individualized educational programs based on student strengths and weaknesses.,0.03273037448525429,0.7317086458206177,0.00744866207242012,0.11163585633039474,0.09074405580759048,0.025732412934303284
1,2030.0,gamification widespread: interactive educational games are used to engage students and enhance learning outcomes.,0.10537731647491455,0.39775019884109497,0.01857181452214718,0.33999255299568176,0.1239691972732544,0.014338892884552479
2,2030.0,"remote learning dominance: virtual classrooms and online courses become the norm, reducing the need for physical schools.",0.06492595374584198,0.166948601603508,0.009480456821620464,0.4400634765625,0.3004322350025177,0.01814928837120533
3,2030.0,language learning revolution: advanced translation technologies make multilingual education accessible to all european students.,0.048916254192590714,0.7280367612838745,0.008224374614655972,0.11123683303594589,0.09628574550151825,0.007300014607608318
4,2030.0,"steam-focused curriculum: education prioritizes science, technology, engineering, arts, and mathematics to drive innovation and creativity.",0.001149483839981258,0.9948542714118958,0.0007426021620631218,0.001378727494738996,0.0007027916144579649,0.0011721805203706026
5,2030.0,"augmented reality integration: ar technology enhances learning experiences in various subjects, from history to chemistry.",0.18239916861057281,0.4795643091201782,0.016541125252842903,0.267790824174881,0.04746444150805473,0.006240135990083218
6,2030.0,"holistic well-being emphasis: schools prioritize mental health and emotional intelligence, incorporating these topics into curricula.",0.05546828359365463,0.19090481102466583,0.008556601591408253,0.5911546349525452,0.14702770113945007,0.006887898780405521
7,2030.0,"ai teaching assistants: virtual assistants support teachers with grading, lesson planning, and student engagement.",0.024764450266957283,0.8784123659133911,0.0047448379918932915,0.058630771934986115,0.029225150123238564,0.004222453571856022
8,2030.0,"increased accessibility: adaptive technologies make education available to all, regardless of physical or cognitive disabilities.",0.010461368598043919,0.004212143365293741,0.001212302129715681,0.9530818462371826,0.030338848009705544,0.0006934753037057817
9,2030.0,"skill-based learning shift: education moves away from standardized testing, focusing on practical skills and real-world applications.",0.039918407797813416,0.4339309334754944,0.020168032497167587,0.3373391032218933,0.16137021780014038,0.0072732227854430676
10,2030.0,life-long learning culture: education systems encourage continuous learning through adult education and professional development programs.,0.012729384005069733,0.8758883476257324,0.007235508877784014,0.09346101433038712,0.006654938217252493,0.00403074873611331
11,2030.0,interdisciplinary collaboration: schools promote cross-disciplinary learning and problem-solving by combining various subject areas.,0.03577166795730591,0.2279781997203827,0.01186242513358593,0.40944692492485046,0.3049277663230896,0.010013017803430557
12,2030.0,"blockchain technology: digital credentials become mainstream, enabling secure and easy sharing of educational achievements.",0.08959123492240906,0.5337279438972473,0.014533686451613903,0.21935388445854187,0.1317136585712433,0.01107960008084774
13,2030.0,climate change education: environmental education is prioritized to foster sustainable practices and awareness.,0.021882398054003716,0.7162705659866333,0.010061073116958141,0.1855400651693344,0.05785050615668297,0.008395308628678322
14,2030.0,work-study programs: apprenticeships and internships are integrated into educational programs to bridge the gap between school and work.,0.08326039463281631,0.35509932041168213,0.025921287015080452,0.3645869791507721,0.14715054631233215,0.02398158237338066
15,2030.0,"data-driven decision making: schools leverage analytics to track progress, optimize resources, and inform teaching strategies.",0.003145933849737048,0.9886001944541931,0.0021652833092957735,0.0033094100654125214,0.0014252318069338799,0.0013539593201130629
16,2030.0,"micro-credentialing rise: modular learning and short courses gain popularity, providing focused skill development.",0.03305378556251526,0.41577428579330444,0.007515026722103357,0.34321779012680054,0.189832866191864,0.010606268420815468
17,2030.0,collaborative learning emphasis: group projects and teamwork activities are prioritized to improve social and communication skills.,0.1023135706782341,0.35342833399772644,0.006865805480629206,0.4915931820869446,0.040528714656829834,0.00527031347155571
18,2030.0,entrepreneurship education: students are encouraged to develop entrepreneurial mindsets and skills for a rapidly changing job market.,0.022598812356591225,0.8758747577667236,0.003604176687076688,0.05460943654179573,0.03711126372218132,0.006201435811817646
19,2030.0,"global citizenship focus: curricula emphasize intercultural understanding, empathy, and respect for diversity.",0.26411181688308716,0.542525053024292,0.010216278955340385,0.09377844631671906,0.08183111995458603,0.007537272293120623
20,2030.0,"flipped classrooms: teachers assign digital material for home study, using class time for discussions and hands-on activities.",0.0435403436422348,0.33635812997817993,0.007291499059647322,0.11881570518016815,0.46168532967567444,0.032309018075466156
21,2030.0,"green school initiatives: eco-friendly practices, such as renewable energy and waste reduction, are adopted in educational facilities.",0.03682525083422661,0.17129702866077423,0.004950697999447584,0.5189084410667419,0.2638210356235504,0.004197598434984684
22,2030.0,inclusive education policies: schools are equipped to accommodate diverse learning needs and abilities.,0.05842917785048485,0.3838900923728943,0.007935806177556515,0.5246118307113647,0.02152244560420513,0.003610634710639715
23,2030.0,privacy protection measures: education systems implement strict data privacy regulations to protect student information.,0.07154029607772827,0.25000324845314026,0.01079599466174841,0.40017423033714294,0.24607311189174652,0.02141314372420311
24,2030.0,"reduced teacher workload: ai and automation help teachers manage administrative tasks, freeing up time for student interaction.",0.03240127116441727,0.298468679189682,0.007931333035230637,0.6083208918571472,0.049012959003448486,0.0038647872861474752
25,2030.0,"digital citizenship education: students learn responsible online behavior, digital literacy, and critical thinking about digital information.",0.010240915231406689,0.925287663936615,0.003295761765912175,0.038927625864744186,0.01722801849246025,0.005020047537982464
26,2030.0,student exchange expansion: virtual exchange programs offer more students the opportunity to experience different cultures and learning environments.,0.02494850568473339,0.10482925176620483,0.020787183195352554,0.5415829420089722,0.299704372882843,0.00814772304147482
27,2030.0,"mixed-age classrooms: students of different ages and abilities learn together, promoting mutual support and knowledge exchange.",0.18470977246761322,0.24273060262203217,0.012258488684892654,0.33681684732437134,0.2118559330701828,0.01162843406200409
28,2030.0,ethical ai education: curricula include the study of ai ethics to ensure responsible use of technology.,0.04570569097995758,0.14790840446949005,0.008054157719016075,0.5933224558830261,0.19692370295524597,0.00808565504848957
29,2030.0,teacher training modernization: educators receive continuous professional development to stay up-to-date with technological advancements and teaching methods.,0.14525997638702393,0.11929867416620255,0.006648439913988113,0.31042593717575073,0.40939274430274963,0.008974296972155571
30,2030.0,"europe leads the world in renewable energy, with over 80% of its energy production coming from sustainable sources.",0.10253707319498062,0.1653120368719101,0.013405402190983295,0.529867947101593,0.17877742648124695,0.010100147686898708
31,2030.0,"the european union adopts a universal basic income, reducing poverty and income inequality across member states.",0.6330125331878662,0.08223198354244232,0.0032279263250529766,0.210979163646698,0.068453848361969,0.002094576833769679
32,2030.0,"robotics and ai revolutionize european manufacturing, increasing efficiency and decreasing reliance on human labor.",0.014505529776215553,0.028374167159199715,0.003217807039618492,0.9357126951217651,0.01646317169070244,0.001726713147945702
33,2030.0,"the euro becomes the world's dominant currency, overtaking the us dollar and chinese yuan.",0.04224458336830139,0.8010453581809998,0.007890920154750347,0.05301821976900101,0.08665113896131516,0.009149855934083462
34,2030.0,"mass adoption of electric vehicles dramatically reduces air pollution, improving public health and the environment.",0.05330801010131836,0.7264068722724915,0.006230209022760391,0.1202940046787262,0.08438810706138611,0.00937287975102663
35,2030.0,"european biotech startups dominate the global market, driving medical innovations and breakthroughs.",0.12024688720703125,0.04370034113526344,0.016786115244030952,0.347740113735199,0.4528437852859497,0.018682753667235374
36,2030.0,"the rise of remote work leads to the revitalization of rural communities, as people move away from overcrowded urban centers.",0.06775753945112228,0.12024196237325668,0.01185160968452692,0.18049739301204681,0.6060200929641724,0.013631372712552547
37,2030.0,"trade barriers between the eu and the uk are resolved, strengthening economic ties and increasing growth.",0.014927422627806664,0.9555113315582275,0.0027941232547163963,0.019665924832224846,0.005509108770638704,0.0015920380828902125
38,2030.0,"the european space agency launches a successful mission to mars, boosting the eu's space industry and global standing.",0.06028503179550171,0.30147117376327515,0.008094308897852898,0.44835081696510315,0.16900557279586792,0.012793067842721939
39,2030.0,"widespread automation results in job displacement, leading to calls for retraining programs and new education initiatives.",0.07000656425952911,0.2865259051322937,0.010844163596630096,0.509676456451416,0.11381249874830246,0.009134374558925629
40,2030.0,"the eu creates a single digital market, simplifying regulations and spurring growth in the tech sector.",0.05147120729088783,0.23522712290287018,0.006851827725768089,0.5227290987968445,0.17312724888324738,0.010593493469059467
41,2030.0,"european countries embrace vertical farming, reducing dependence on imports and increasing food security.",0.024495551362633705,0.7848774194717407,0.01916699856519699,0.137780100107193,0.020222721621394157,0.013457339257001877
42,2030.0,"climate change mitigation policies boost the green economy, creating millions of jobs in clean energy and environmental protection.",0.04852403327822685,0.4408319890499115,0.01017368957400322,0.16897477209568024,0.30409207940101624,0.027403423562645912
43,2030.0,"a european silicon valley emerges, attracting tech giants and fostering innovation in the region.",0.0012883305316790938,0.9919874668121338,0.004825221840292215,0.0010658595710992813,0.0005067667807452381,0.00032633828232064843
44,2030.0,"aging populations strain social welfare systems, prompting discussions about pension reform and increased retirement ages.",0.06445750594139099,0.21513891220092773,0.008298658765852451,0.3509274125099182,0.3436104357242584,0.01756708323955536
45,2030.0,"european countries collaborate on ambitious infrastructure projects, including high-speed rail networks and smart city initiatives.",0.01618269272148609,0.10222501307725906,0.004298494663089514,0.15019820630550385,0.7230908274650574,0.00400469359010458
46,2030.0,"a new wave of european entrepreneurship emerges, with startup hubs flourishing across the continent.",0.04882661998271942,0.18003802001476288,0.012144218198955059,0.6593060493469238,0.08140222728252411,0.01828286238014698
47,2030.0,"the eu expands eastward, incorporating new member states and further solidifying its economic power.",0.05162379890680313,0.47964411973953247,0.005487390793859959,0.3788839280605316,0.07853956520557404,0.005821326281875372
48,2030.0,major investment in ai and machine learning propels europe to the forefront of the global technology race.,0.0052085877396166325,0.9482599496841431,0.0022661250550299883,0.03460993990302086,0.006617083679884672,0.003038276918232441
49,2030.0,"europe establishes itself as a hub for blockchain innovation, fostering the growth of decentralized finance and digital assets.",0.08264456689357758,0.39767035841941833,0.007871011272072792,0.29079094529151917,0.20032843947410583,0.02069457247853279
50,2030.0,"a circular economy is embraced across europe, reducing waste and promoting sustainability.",0.07867687195539474,0.5261963605880737,0.012712347321212292,0.2633592486381531,0.10683342814445496,0.012221684679389
51,2030.0,"europe becomes a leader in carbon capture and storage technology, helping to mitigate the impacts of climate change.",0.03727174922823906,0.7319709658622742,0.008376878686249256,0.15140928328037262,0.06596638262271881,0.005004677921533585
52,2030.0,"the european gig economy booms, offering flexible work opportunities but sparking debates around worker rights and protections.",0.04067555442452431,0.8374838829040527,0.005578459240496159,0.0651971623301506,0.043025415390729904,0.008039441891014576
53,2030.0,"eu countries invest heavily in public transportation, making european cities more connected and sustainable.",0.027302969247102737,0.9056886434555054,0.00851428136229515,0.04704172536730766,0.007645108737051487,0.0038072122260928154
54,2030.0,"europe successfully transitions to a low-carbon economy, significantly reducing greenhouse gas emissions.",0.018516307696700096,0.10503382235765457,0.0039236280135810375,0.7778385281562805,0.09110880643129349,0.0035789150279015303
55,2030.0,a new era of european cooperation leads to the creation of shared defense and foreign policy initiatives.,0.016865691170096397,0.04320250451564789,0.002365956548601389,0.9091874361038208,0.02662302926182747,0.0017553404904901981
